Dr. Abara is one of the best teachers on campus. He is very knowledgeable and he genuinely cares about his students. I highly recommend his class. Not taking his class would be a big mistake!!! Thank you  Dr.Abara for two semesters of excitement and fun!!! You are truly the best. Capish ?,good,cleaned,Predicted_Feedback,Predicted_Label
Patti has been my favorite professor at the University of Colorado. She has a great way of making the class very interesting. I found the class fairly easy because of how interesting it was.,average,patti favorit professor univers colorado great way make class interest found class fairli easi interest,1,Positive
Before taking this class I was mostly uninterested in studying Sociology. This class was a game-changer for me. I absolutely loved this class and found everything discussed interesting and applicable to the real world. Every student at CU should take this class!,awesome,take class mostli uninterest studi sociolog class game changer absolut love class found everyth discuss interest applic real world everi student cu take class,1,Positive
I had Patti for Deviance which is an amazing class! I thought it would just be another boring core class but i loved it! Patti is hilarious and you learn a lot of really cool information. Take this class if you can! You wont regret it and you'll have an awesome time laughing every time you're in her lecture! I loved Patti's class!,awesome,patti devianc amaz class thought would anoth bore core class love patti hilari learn lot realli cool inform take class wont regret awesom time laugh everi time lectur love patti class,1,Positive
Professor Adler is great! She is very knowledgeable and always keeps lecture interesting (you will NOT be bored.) She is really understanding and helpful. This class is a must take!!,awesome,professor adler great knowledg alway keep lectur interest bore realli understand help class must take,1,Positive
Patti is one of the best professors I've had at CU. She was great at lecturing and making things comprehensible. Everything we discussed in class was of importance. She was very good at using different examples in her lectures to help give you a better grasp on the concept or idea being discussed. I highly recommend taking a class of hers!,awesome,patti one best professor cu great lectur make thing comprehens everyth discuss class import good use differ exampl lectur help give better grasp concept idea discuss highli recommend take class,1,Positive
"Great professor, wonderful sense of humor, someone who knows what they are talking about, applies the learning to real life.",good,great professor wonder sens humor someon know talk appli learn real life,1,Positive
my favorite class at CU so far! Patti is an amazing professor and ties her own experiences into her teaching which makes the class even more interesting,awesome,favorit class cu far patti amaz professor tie experi teach make class even interest,1,Positive
Best professor I have had in my college career. Most amazing class I have taken. I have never learned more in one semester. Dr. Adler has a true passion for teaching and is an absolutely amazing educator.,awesome,best professor colleg career amaz class taken never learn one semest dr adler true passion teach absolut amaz educ,1,Positive
Patti is one of the most influential and outstanding professors at the university of colorado. She takes a legitimate interest in students opinions and grades. She is at the same time hilarious as well as brilliant in her teaching abilities. I only wish more professors were like her.,awesome,patti one influenti outstand professor univers colorado take legitim interest student opinion grade time hilari well brilliant teach abil wish professor like,1,Positive
Patti is an awesome professor. She not only is able to relate class material to her students lives but she also is able to keep her students attention by keeping lectures and readinds interesting. I would tell my friends to take this class even though it is difficult. You will gain insight to your way of life,awesome,patti awesom professor abl relat class materi student live also abl keep student attent keep lectur readind interest would tell friend take class even though difficult gain insight way life,1,Positive
Patti is an amazing teacher. She is a very engaging speaker and really makes it worthwhile to come to class. She is easily one of the best professors that I have had at CU. I have taken two classes with her and plan on taking as many more as I can. She's awesome!,awesome,patti amaz teacher engag speaker realli make worthwhil come class easili one best professor cu taken two class plan take mani awesom,1,Positive
"Patti is a great prof, with a super interesting class. with that said in no way shape or form is this an easy class. This should be a upper division class, and that amount of time and effort you put into this class will blow your mind when you get the test and still know nothing on it. DO NOT take her lightly! she runs a hard class!",poor,patti great prof super interest class said way shape form easi class upper divis class amount time effort put class blow mind get test still know noth take lightli run hard class,1,Positive
Patti's Deviance in US Society class is a HUGE undertaking. Lots of reading. Going to class and doing the reading will not get you an A in the class. Overall a bit too much for an intro class.,good,patti devianc us societi class huge undertak lot read go class read get class overal bit much intro class,1,Positive
"Patti Adler is not the ideal professor. She is rude, and also makes HER books that she wrote mandatory and you are unable to sell them back--and their rather pricey. The TAs do all the work, most of the learning takes place in the labs. Her exam format is awful and notes are not posted and hard to follow. I don't recommend this class.",awful,patti adler ideal professor rude also make book wrote mandatori unabl sell back rather pricey ta work learn take place lab exam format aw note post hard follow recommend class,0,Negative
"Lots of reading, but not too difficult class if you keep up with the work. Plus, Patti's entertaining as hell.",good,lot read difficult class keep work plu patti entertain hell,1,Positive
Very fun and interesting class! The stories and readings are very interesting as well!,awesome,fun interest class stori read interest well,1,Positive
"This class is challenging, but if you are able to do the reading and attend class you will do fine. Make sure you fill out the notecards for every exam. Patti shares very personal, interesting, and relevant stories during lecture, you must attend",awesome,class challeng abl read attend class fine make sure fill notecard everi exam patti share person interest relev stori lectur must attend,1,Positive
The first test is going to scare the crap out of people but you really got stick with it because it gets easier! And the first test always has a huge curve! Her lectures are entertaining and MANDATORY. You will fail the test if you do not go to lecture. Bring laptop to take notes in class. Way too hard to get everything if you hand write,good,first test go scare crap peopl realli got stick get easier first test alway huge curv lectur entertain mandatori fail test go lectur bring laptop take note class way hard get everyth hand write,1,Positive
I honestly thought this class would be fun! I was right until the first exam came along. The exams ARE HARD HARD HARD. I read all the material and still got a BAD grade. Patti makes her exams too hard for a 1000 level course. The lectures are fun buuuuuut the most common grade in the class is a D and not worth taking (in terms of your GPA).,poor,honestli thought class would fun right first exam came along exam hard hard hard read materi still got bad grade patti make exam hard level cours lectur fun buuuuuut common grade class worth take term gpa,1,Positive
"Teacher is the CRAZIEST! She is very interesting and I loved going to every class. However, the tests are completely essay and a bit difficult. But if one utilizes their note card right the tests can seem super easy! I recommend this class!",average,teacher craziest interest love go everi class howev test complet essay bit difficult one util note card right test seem super easi recommend class,1,Positive
Her tests are extremely hard and take way too long. She makes the TAs take points off for the dumbest things. If you take the class APPLY ONLY. DO NOT DEFINE! I made that mistake and got practically no points on one portion of the test all because I applied and defined. She knows her stuff but doesn't teach it very well.,poor,test extrem hard take way long make ta take point dumbest thing take class appli defin made mistak got practic point one portion test appli defin know stuff teach well,1,Positive
Fun teacher. There is so much information packed into the course it became too much at times. I wish it slowed down and that Patti would explain things better. I really enjoyed the class though and the different types of prostitutes class down by the T.A.'s was hot,poor,fun teacher much inform pack cours becam much time wish slow patti would explain thing better realli enjoy class though differ type prostitut class hot,1,Positive
"One of the craziest professors you will ever meet. you allowed a note card on exam days, however every exam that i took went for 3-4 hours.",average,one craziest professor ever meet allow note card exam day howev everi exam took went hour,1,Positive
"I absolutely HATED this class!  She's so weird, her tests were INSANELY hard, I spent $80 on her book that I can't sell, and I honestly got NOTHING out of taking this class other than a C on my transcript and I am a student that typically gets A's and B's.  If you're considering taking this as an elective, I suggest you find another class!",awful,absolut hate class weird test insan hard spent book sell honestli got noth take class c transcript student typic get b consid take elect suggest find anoth class,1,Positive
"DO NOT TAKE THIS CLASS.  I took this class as an elective and barely got away with passing and it really brought down my GPA. The tests are ridiculously hard, especially the first one because the TAs are really unclear about what kind of things they expect in your answers.  Taking this class was one of the worst decisions I've ever made.",awful,take class took class elect bare got away pass realli brought gpa test ridicul hard especi first one ta realli unclear kind thing expect answer take class one worst decis ever made,1,Positive
Patti is great! She tends to get off topic a little bit but she knows what she's talking about and gets the point across really well. Her tests are pretty hard but as long as you put all of the notes from lectures and recitation on your notecard you'll do well. GO TO CLASS!!!,good,patti great tend get topic littl bit know talk get point across realli well test pretti hard long put note lectur recit notecard well go class,1,Positive
"Lectures were exciting and Pati was very knowledgeable, but the tests were way harder than they needed to be. It's a 1000 level course, get over yourself.",good,lectur excit pati knowledg test way harder need level cours get,1,Positive
Lectures are awesome. Honestly the most gruesome tests on campus. Each test the fastest kid leaves after 2 1/2 hours and the last kid after 4 hours. FOR A MIDTERM!! Hard class because the tests are really hard even though you do get a 5x8 notecard,good,lectur awesom honestli gruesom test campu test fastest kid leav hour last kid hour midterm hard class test realli hard even though get x notecard,1,Positive
This class was such a waste of time! Tests were really hard and they were all about applying definitions from her book which you'll never care about again once the test is over.  The only sort of good thing about this class was her ridiculous lectures.  She's one strange woman. I do not understand why this class is so popular!,poor,class wast time test realli hard appli definit book never care test sort good thing class ridicul lectur one strang woman understand class popular,1,Positive
"This woman has done too many drugs. She is funny on occation- but not what alot of ppl build her up to be. horrible at getting to the point. I dropped deviance in society cause it got ridiculous- YOU HAVE TO READ her whole book, attend lecture, and study your hooha off to get B! Good material-but not worth it. DID I MENTION THE TESTS ARE DEVIENT&#63;",awful,woman done mani drug funni occat alot ppl build horribl get point drop devianc societi caus got ridicul read whole book attend lectur studi hooha get b good materi worth mention test devient,1,Positive
"Best class, never wanted to miss it. If your interested at all in deviant behavior and a fun learning experience, she is it!",good,best class never want miss interest deviant behavior fun learn experi,1,Positive
"READ THE BOOK. this will help immensely on tests and if you read, you wont need to memorize cuz the material in the book is so interesting that its going to be embedded in your head. definitely go to lecture. she makes class fun and interesting with her insane analogies and presentations.",average,read book help immens test read wont need memor cuz materi book interest go embed head definit go lectur make class fun interest insan analog present,1,Positive
"Patti is AMAZING! She is  crazy, wild teacher, but is so interesting, you will never want to miss class! Exams can be tough, but if you go to class, you will do just fine.",awesome,patti amaz crazi wild teacher interest never want miss class exam tough go class fine,1,Positive
"Patti is hilarious and her class is a lot of fun. If you can catch the stuff that she says in class,can understand her(she tends to talk really fast), and take good notes both in class and in resitation, you can get a decent grade in her class. Plus, she's just interesting to listen to.",average,patti hilari class lot fun catch stuff say class understand tend talk realli fast take good note class resit get decent grade class plu interest listen,1,Positive
Plan on spending many hours studying for her tests. Be prepared to memorize INSANE amounts of information that you will inevitably forget soon after because it is all about memorization rather than understanding the concepts. DO NOT TAKE THIS CLASS.,awful,plan spend mani hour studi test prepar memor insan amount inform inevit forget soon memor rather understand concept take class,1,Positive
everyone on this thing is out of their mind. Patti had a good class and it wasn't that hard as long as you showed up to recitation and lecture. Take this class if you want an easy b or a,good,everyon thing mind patti good class hard long show recit lectur take class want easi b,1,Positive
This class was completely useless. Tests are 3-4 hours long and very subjective. The book can't be sold back because she writes new editions. You need to attend and take notes at every lecture and rec. because a lot wasn't covered in the book and the test is on EVERYTHING. Her lectures are enjoyable but are all writing.,poor,class complet useless test hour long subject book sold back write new edit need attend take note everi lectur rec lot cover book test everyth lectur enjoy write,1,Positive
"The concepts in the class are simple, but useless to try to learn. Completely a regurgitation class, but you have to go to EVERY class and write EVERYTHING she says in the order she says it. Copying the notes of the board isn't enough, you need to copy what she says. If you are just trying to complete a core requirment - dont take this.",poor,concept class simpl useless tri learn complet regurgit class go everi class write everyth say order say copi note board enough need copi say tri complet core requir dont take,0,Negative
"This has to be the worst class i have taken at CU. Every time we go to class we get a whole bunch of lists that just make a simple topic more complicated and less intresting.  The tests are obserdly long and the people who have enough will power to get through the test with out losing their mind are the only ones to do good, there are not many.",poor,worst class taken cu everi time go class get whole bunch list make simpl topic complic less intrest test obserdli long peopl enough power get test lose mind one good mani,1,Positive
I think of this woman as comparable to Hitler.,poor,think woman compar hitler,1,Positive
Could have been interesting but turned out to bea bunch of stupid lists.,poor,could interest turn bea bunch stupid list,1,Positive
"Worst professor i've ever had. She makes up half of the material, she never wears a bra. discousting. Very bad tests",awful,worst professor ever make half materi never wear bra discoust bad test,1,Positive
good,awesome,good,1,Positive
"Patti Adler is a self-absorbed egomaniac, her Deviance class is filled with Patti's life accomplishments interspersed with wacked out theories and an occasional swear word--which is only entertaining to the inexperienced freshmen.  I left class with nothing more than writer's cramp from the four hour exams--its a 1000 level class, get a grip lady!",awful,patti adler self absorb egomaniac devianc class fill patti life accomplish interspers wack theori occasion swear word entertain inexperienc freshmen left class noth writer cramp four hour exam level class get grip ladi,1,Positive
Hardest tests EVER! You get to take in a notecard but its not like a cheat sheet since the questions are all situations that test conceptual knowledge. Differences between different terms are minute and she definitely picks out the difficult discrepencies to test on in her questions. GREATEST CLASS EVER! Everything is both interesting and useful.,good,hardest test ever get take notecard like cheat sheet sinc question situat test conceptu knowledg differ differ term minut definit pick difficult discrep test question greatest class ever everyth interest use,1,Positive
"not as smart as she thinks she is, loser.",awful,smart think loser,1,Positive
hardest tests i have ever taken,average,hardest test ever taken,1,Positive
"Patti is hands-down the most amazing professor I've ever had. The tests test you on conceptual knowledge, and she let FA06 use a notecard on the exam, so it's not all about memorization. It's about understanding. She's a genuinely nice woman with incredible knowledge and a fantastic sense of humour. I will keep in touch with her for a long time.",awesome,patti hand amaz professor ever test test conceptu knowledg let fa use notecard exam memor understand genuin nice woman incred knowledg fantast sens humour keep touch long time,1,Positive
"deviance is all textbooks, exams are very annoying to study for and they take forever to take but she grades easily. its too much work to take as an elective but shes like no other teacher in boulder.",poor,devianc textbook exam annoy studi take forev take grade easili much work take elect she like teacher boulder,1,Positive
"I ended up HATING this class. Her tests are memorizing a bunch of pointless lists. Her TA's graded sooooo hard. The guy took off points left and right b/c I didn't say exactly what he wanted me to. I should have complained. Should have fought the unfair grading more. But I didn't, and now my GPA suffers. I would never EVER recommend her.",poor,end hate class test memor bunch pointless list ta grade sooooo hard guy took point left right b c say exactli want complain fought unfair grade gpa suffer would never ever recommend,1,Positive
She's alright,average,alright,1,Positive
Took Social Deviance w/ Adler.  Entertaining lectures.  Heavy reliance upon tests for total grade.  Much memorizing.  Very interesting book; easy to read.  Tests themselves are a bit overdone but are nevertheless fun and creative.  Occasional frustrating confusion about what is desired on a test -- different input from different TA's = questionable,good,took social devianc w adler entertain lectur heavi relianc upon test total grade much memor interest book easi read test bit overdon nevertheless fun creativ occasion frustrat confus desir test differ input differ ta question,1,Positive
No Comments,average,comment,1,Positive
"i agree, she definitely does not know as much as she thinks she does. if you can memorize, you'll be fine.",average,agre definit know much think memor fine,1,Positive
"she's not as smart as she thinks she is, but I really like her much prettier and more talented sister Kyra.",awful,smart think realli like much prettier talent sister kyra,1,Positive
"halirious! out of her mind, but so fun.  she can go over the material a little fast at times, but is the most accessible prof i've had in a huge lecture such as this.  i think shes good - i wanna be friends with her!",awesome,haliri mind fun go materi littl fast time access prof huge lectur think she good wanna friend,1,Positive
"Great class. The best class i've taken at CU thus far. However, tests are hard, but it's worth it. Great professor. She has a lot of experience in the stuff she teaches. Hilarious stories.",awesome,great class best class taken cu thu far howev test hard worth great professor lot experi stuff teach hilari stori,1,Positive
"this class is one of the most interesting classes i've ever taken...great professor, a little crazy but she keeps you interested. Only downside-tests are a little hard and lots of memorizing...TAKE THIS CLASS!",awesome,class one interest class ever taken great professor littl crazi keep interest downsid test littl hard lot memor take class,1,Positive
She is one of the worst prof's I've ever had-- and what is the annyoing laugh&#63; Her tests are on nothing you cover in class-- and she yelled at someone for being a notetaker...boo,awful,one worst prof ever annyo laugh test noth cover class yell someon notetak boo,1,Positive
"The Teacher is not very Nice and considers herself a CU celebrity. Class is somewhat interesting, but seems kinda ridiculous they make soo many take it",poor,teacher nice consid cu celebr class somewhat interest seem kinda ridicul make soo mani take,1,Positive
No Comments,poor,comment,1,Positive
"Awesome teacher, funny and interesting.  learned a lot.  reccomend her class!",awesome,awesom teacher funni interest learn lot reccomend class,1,Positive
No Comments,poor,comment,1,Positive
Tough but great class,awesome,tough great class,1,Positive
"The class is pretty intresting and presented in power point which makes note taking easy. Tests on the other hand suck. They're so looooonnnngggg. But at least the essays are written in a different, shorter form.",good,class pretti intrest present power point make note take easi test hand suck looooonnnngggg least essay written differ shorter form,1,Positive
"Patti was one of the best professors I had in college.  She is hilarious... sometimes you laugh with her, sometimes you laugh at her.  Her class keeps you on your feet.  One day we spent the entire hour talking about deviant sexual fetishes.  and you've gotta love the teaching assistants dressing up like prostitutes.  Patti rocks!",awesome,patti one best professor colleg hilari sometim laugh sometim laugh class keep feet one day spent entir hour talk deviant sexual fetish gotta love teach assist dress like prostitut patti rock,1,Positive
"intresting teacher, you can tell she has been on drugs in the past, thank god this class has a recitation or we would all be in serious grade trouble, liked her class but i don't think i wana have her as a teacher again.",awesome,intrest teacher tell drug past thank god class recit would seriou grade troubl like class think wana teacher,1,Positive
"Adler as a professor is fun, compassionate, intelligent, and knows the material. She's an amazing sociologist. Relies too much on the TA's and recitations at times. Took this class years ago and the tests were pure memorization of definitions. Easy only if you can memorize things. I still quote concepts learned in class in daily life.",awesome,adler professor fun compassion intellig know materi amaz sociologist reli much ta recit time took class year ago test pure memor definit easi memor thing still quot concept learn class daili life,1,Positive
GREATEST PROFF... YOULL HAVE SOOO MUCH FUN WITH HER!,good,greatest proff youll sooo much fun,1,Positive
the class was awesome and very entertaining but her tests were not worth it! don't take the class or it will lower you gpa.. the tests have NOTHING to do with the material.. so it makes it very difficult for sure!,awful,class awesom entertain test worth take class lower gpa test noth materi make difficult sure,1,Positive
Such an interesting class. It was hard and a lot of info but you wanted to study it because it was such a different topic.,average,interest class hard lot info want studi differ topic,1,Positive
This class was great. The tests were based on memorizing lists.  I would study for a few hours the day before and I got an A in the class.  The most important thing is to attend recitaion and lecture so you have all the lists and notes.  THe practice test in the book are exactly how the real tests will be.  The TA's are a big help too.,awesome,class great test base memor list would studi hour day got class import thing attend recitaion lectur list note practic test book exactli real test ta big help,1,Positive
No Comments,poor,comment,1,Positive
"Most interesting professor I've had at CU.  Tests are extremely hard, but the class is still very interesting and worth taking.  Just be sure to study!",awesome,interest professor cu test extrem hard class still interest worth take sure studi,1,Positive
the tests were a ****.,awful,test,1,Positive
Her tests are really difficult but the class is definently interesting,average,test realli difficult class defin interest,1,Positive
No Comments,awesome,comment,1,Positive
No Comments,good,comment,1,Positive
No Comments,good,comment,1,Positive
"People complain about the tests, but if your one of those people that likes to know exactly what is on the test and you just have to memorize it then the tests are not bad. It is an entertaining class as well too.",good,peopl complain test one peopl like know exactli test memor test bad entertain class well,1,Positive
"The class was really fun and interesting, but the tests were ridiculous with tons of memorizing. I took the class just as an elective, but it did end up bringing down my GPA. It really depends on how much effort you're willing to put into it",good,class realli fun interest test ridicul ton memor took class elect end bring gpa realli depend much effort will put,1,Positive
She is awesome and really entertaining.,awesome,awesom realli entertain,1,Positive
"Adler tells some funny stories, but her tests are insanely hard, and the grading on assignments is about as harsh as it gets. Definitely not worth it, and especially not worth it for me, because I took her class 4fun and now its bringing down my gpa!",poor,adler tell funni stori test insan hard grade assign harsh get definit worth especi worth took class fun bring gpa,1,Positive
Patti is very knowladgeble and a great professor. She has a crazy sense of humor and makes the class extremely entertaining.,good,patti knowladgebl great professor crazi sens humor make class extrem entertain,1,Positive
She is really wierd and crazy,good,realli wierd crazi,1,Positive
"His lectures are long and he makes simple concepts confusing through bad examples. The online portion is messed up, I did practice questions and ones I left blank ended up going against my grade. His grading is ridiculous, I was .2 away from an A, and the online factors I didn't know about and wasn't on the syllabus made me get a B. DO NOT TAKE HIM",awful,lectur long make simpl concept confus bad exampl onlin portion mess practic question one left blank end go grade grade ridicul away onlin factor know syllabu made get b take,1,Positive
Lectures and are really long and boring. Test are hard.,poor,lectur realli long bore test hard,1,Positive
"I'm about to finish up microecon with Graves and so far it's been fairly easy. I went to a total of four lectures (2 of which were the midterms) and I have an A in the course. As long as you read the book and go to recitation, you will be fine. Tests can be tricky for a lot of people but he curves the hell out of them.",good,finish microecon grave far fairli easi went total four lectur midterm cours long read book go recit fine test tricki lot peopl curv hell,1,Positive
I may be biased because this material comes to me fairly easy but I thought he did a great job teaching the course. My advice would be to not miss class. Lots of anecdotes that I thought kept the class from becoming monotonous. Think I'll try and minor in Econ because of the course.,awesome,may bias materi come fairli easi thought great job teach cours advic would miss class lot anecdot thought kept class becom monoton think tri minor econ cours,1,Positive
Most people are probably gonna rate him poorly but I think his class was great. At the very least he is entertaining. His lectures weren't great but you will learn if you can pay attention unlike 95% of the class.,good,peopl probabl gonna rate poorli think class great least entertain lectur great learn pay attent unlik class,1,Positive
"NOT a good professor, super boring not my best choice at all. Tests are super tough so read your little heart out.",poor,good professor super bore best choic test super tough read littl heart,1,Positive
"Fantastic teacher. Logical as hell. Great grading system. Rambles in class about sometimes off topic material, but very interesting guy without a doubt. Highly recommend this teacher to anyone wanting to pass Microeconomics. You do not have to attend, DON'T so everyone who does gets better grades. Very competitive curve, 75 avg.",good,fantast teacher logic hell great grade system rambl class sometim topic materi interest guy without doubt highli recommend teacher anyon want pass microeconom attend everyon get better grade competit curv avg,1,Positive
"Professor Graves tests are quite difficult as they are littered with trick questions. He does curve it based on the overall class average, but you will find it hard to pass if you blow off his class. READ THE BOOK it will save your grade.",average,professor grave test quit difficult litter trick question curv base overal class averag find hard pass blow class read book save grade,1,Positive
"Grave's lectures are incredibly long and make you want to fall asleep. He over complicates simple concepts with a ton of useless, drawn out examples. His tests are very tricky too; The second midterm has a class average of a 53 but he curves like a madman. Reading your textbook will save your semester, STAY CLEAR OF THIS PROF.",poor,grave lectur incred long make want fall asleep complic simpl concept ton useless drawn exampl test tricki second midterm class averag curv like madman read textbook save semest stay clear prof,1,Positive
"Horrible lectures including topics completely non-related. Tests are ridiculous. None of the homework correlates with the midterms. Terrible teaching.   Midterms are multiple choice meaning that if you miss five you get an 80, and lets face it no one can miss just five. Every average ends up a failed grade so why does Graves continue with this???",awful,horribl lectur includ topic complet non relat test ridicul none homework correl midterm terribl teach midterm multipl choic mean miss five get let face one miss five everi averag end fail grade grave continu,0,Negative
Good teachers. Tests just like the practice ones;,good,good teacher test like practic one,1,Positive
"First off, I would definitely not recommend taking any course with Graves. Online homework has no correlation to tests so studying is very tough. He makes his own presentations which are not related to the homework, textbook or tests so good luck doing even 'decent' with this confusing teacher.",poor,first would definit recommend take cours grave onlin homework correl test studi tough make present relat homework textbook test good luck even decent confus teacher,1,Positive
"The textbook he uses is very difficult to follow and is completely different than the Aplia homework but it is easier to follow than his lectures. Graves loves economics and knows it very well that he assumes that an intro class should be easy. Midterms are ridiculously hard, probably 10x the hw. Average midterm grade was a 53%, take a diff prof",poor,textbook use difficult follow complet differ aplia homework easier follow lectur grave love econom know well assum intro class easi midterm ridicul hard probabl x hw averag midterm grade take diff prof,1,Positive
"Phil is a legend. His lectures are all on point and he keeps you engaged the whole class. He is often behind and gets distracted easily, but he is hilarious. Also its an entry level econ class, you could have a monkey teach it and learn the same thing from a professor that has been teaching their entire career. Phil Graves is a definite must take.",good,phil legend lectur point keep engag whole class often behind get distract easili hilari also entri level econ class could monkey teach learn thing professor teach entir career phil grave definit must take,1,Positive
"Gets off track way too easily, in addition to having very long winded and monotonous presentation of topics",awful,get track way easili addit long wind monoton present topic,1,Positive
"Graves loves what he does and you can tell, but it was hard for him to explain something simple, he tends to get very off track to the point you don't want to go to lecture and think you can teach yourself (you can't). His tests are difficult because they have nothing to do with the homework. Be careful of TAs, hit or miss.",poor,grave love tell hard explain someth simpl tend get track point want go lectur think teach test difficult noth homework care ta hit miss,1,Positive
Graves was behind on his lectures the whole semester. Our TAs would assign online homework each week but the things that the homework covered were not even close to what he was lecturing us on that week. Make sure to read the textbook too because the book won't try to make stupid jokes and actually make you understand the material.,poor,grave behind lectur whole semest ta would assign onlin homework week thing homework cover even close lectur us week make sure read textbook book tri make stupid joke actual make understand materi,1,Positive
He takes forever to explain something simple. He gets off track sometimes. ,awful,take forev explain someth simpl get track sometim,1,Positive
Lectures in class were only tangentially related to the material in the book. I had to keep cross-referencing because the chapter headlines in my notes didn't match up with the material in the book. Don't assign a book if you're not going to use it. Tests seemed to draw more from microeconomics than the material we learned in class. No homework.,average,lectur class tangenti relat materi book keep cross referenc chapter headlin note match materi book assign book go use test seem draw microeconom materi learn class homework,1,Positive
Tests are so hard and do not cover any of the material learned in class 'don't expect to get higher than a 60' as he says...,poor,test hard cover materi learn class expect get higher say,1,Positive
"Extremely nice and funny guy, however his lectures are boring and throughout the semester many people stop showing up as lectures are not mandatory. Online assignments are challenging, but as long as you read the book and show up to recitations the class is fairly easy",average,extrem nice funni guy howev lectur bore throughout semest mani peopl stop show lectur mandatori onlin assign challeng long read book show recit class fairli easi,1,Positive
"Lectures are very long and easy to become bored, but not mandatory. As long as you read through the book, his power points online, and study with his practice tests, you should do fine. Funny guy, very chill.",good,lectur long easi becom bore mandatori long read book power point onlin studi practic test fine funni guy chill,1,Positive
"Phil is a pretty cool guy, but you really need the book to do well. I pretty much relied on it all semester because his lectures can be long and boring and my TA barely spoke english. I read the book, did the assignments and studied and was still able to pass with an A",average,phil pretti cool guy realli need book well pretti much reli semest lectur long bore ta bare spoke english read book assign studi still abl pass,1,Positive
"Awesome thing about this class is if you do well on the first two midterms you don't have to take the final. Hardly ever went to class, but still got out of the midterm. You just have to actually read the text book and do the weekly assignments. Sure this gets annoying but its not a big price to pay for never having to go to class. Graves is cool 2",good,awesom thing class well first two midterm take final hardli ever went class still got midterm actual read text book weekli assign sure get annoy big price pay never go class grave cool,1,Positive
"You have an assignment every week, and it does not help you what so ever with what you are learning. His lectures are long, and some what hard to follow.  In order to even receive a C in his class you have to put in around 20+ hours of work.",poor,assign everi week help ever learn lectur long hard follow order even receiv c class put around hour work,1,Positive
"Great professor IF you already know and are interested in ECON. He knows his stuff. Lectures are boring if you've never taken ECON or not very interested in it. For his tests and midterms, make sure you do his old tests posted on his website. Very helpful!",good,great professor alreadi know interest econ know stuff lectur bore never taken econ interest test midterm make sure old test post websit help,1,Positive
"Graves knows econ and has the ability to explain it well by using real life examples. Most kids in his class won't get an A, however that's because of the people in the class. He will answer questions you have and is generally a nice guy. ",awesome,grave know econ abil explain well use real life exampl kid class get howev peopl class answer question gener nice guy,1,Positive
If you like convoluted explanations of relatively easy ideas and terribly worded test questions than Graves is the guy for you.  The best advice I have is to read your text book.  That is unless you like the idea of learning things as simple as brushing your teeth in terms of quantum physics in a foreign language. ,poor,like convolut explan rel easi idea terribl word test question grave guy best advic read text book unless like idea learn thing simpl brush teeth term quantum physic foreign languag,0,Negative
"Graves is an awesome person. I've gone into many of his office hours and had a few one on one meetings with him and I couldn't say a bad thing about him as a person. On the other hand his class is way too long, lectures are boring and hard to stay focused in. Homework and quizzes are not terribly hard, but the tests are impossible!!!!",average,grave awesom person gone mani offic hour one one meet say bad thing person hand class way long lectur bore hard stay focus homework quizz terribl hard test imposs,0,Negative
"Although his lectures are way too big, he makes a point to make sure he explains things in a way that most students can understand. His office hours are helpful. On exams, as long as you have done the homework and taken notes, you should do fine. He words his questions a little confusing but they are fairly easy.",average,although lectur way big make point make sure explain thing way student understand offic hour help exam long done homework taken note fine word question littl confus fairli easi,1,Positive
"Graves seems to understand the material for sure, but the class is 10Xs larger than it should be. Very very watered down and he writes very confusing tests.",poor,grave seem understand materi sure class xs larger water write confus test,1,Positive
NEVER TAKE HIS CLASS! Super disorganized and rude. Is a really hard grader,awful,never take class super disorgan rude realli hard grader,1,Positive
"Lectures with powerpoint, pretty funny and engaging. Has relatable examples and class attendance is worth it. The Powerpoints only supplement his lecture, which he does on his own and you can tell he really knows the material. Occasionally not very clear on some points, but main points are strongly enforced.",good,lectur powerpoint pretti funni engag relat exampl class attend worth powerpoint supplement lectur tell realli know materi occasion clear point main point strongli enforc,1,Positive
"Phil knows Micro like the back of his hand & wants everyone else to know it too. Phil is a approachable prof. His lectures are done on an overhead projector, allowing him to deviate from the lesson. His tests are full of trick questions. Does not assign textbook readings. If you don't have previous Micro knowledge, your GPA will suffer.",average,phil know micro like back hand want everyon els know phil approach prof lectur done overhead projector allow deviat lesson test full trick question assign textbook read previou micro knowledg gpa suffer,1,Positive
"Incredibly smart guy! Uses good examples. But VERY unorganized and is very difficult to understand the concepts the way he explains them. The only reason I got a good grade was because I went to another teacher's class, as well, to actually understand the information. Otherwise I would have gotten a bad grade even though I read the book.",poor,incred smart guy use good exampl unorgan difficult understand concept way explain reason got good grade went anoth teacher class well actual understand inform otherwis would gotten bad grade even though read book,1,Positive
"Pretty interesting professor, funny at times. Uses a lot of interesting real world examples. Exams are harder than you'd expect but reading the textbook he wrote is very helpful",awesome,pretti interest professor funni time use lot interest real world exampl exam harder expect read textbook wrote help,1,Positive
"probably one of the funniest profs. loves his opinions, some are offensive, but i find that funny. if you go in for help with the paper he gets real excited, he loves talking about who knows what. missed lots of classes. took little notes. study old midterms. he basically tells you what questions will be asked but changes the words to trip you up.",good,probabl one funniest prof love opinion offens find funni go help paper get real excit love talk know miss lot class took littl note studi old midterm basic tell question ask chang word trip,1,Positive
Awesome Professor. Really funny.,awesome,awesom professor realli funni,1,Positive
